pair_key,source_video,emotion,label_source,annotator,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
tiktok_playlist_nareski/cLDrSXhhPO8_002271/cLDrSXhhPO8_002271_t1_000000.jpg,cLDrSXhhPO8_002271,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002271/cLDrSXhhPO8_002271_t1_000030.jpg,cLDrSXhhPO8_002271,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-25212__girl-with-pet-dog-in-the-playground/mixkit-25212__girl-with-pet-dog-in-the-playground_t0_000250.jpg,mixkit-25212__girl-with-pet-dog-in-the-playground,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-25212__girl-with-pet-dog-in-the-playground/mixkit-25212__girl-with-pet-dog-in-the-playground_t0_000175.jpg,mixkit-25212__girl-with-pet-dog-in-the-playground,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-25212__girl-with-pet-dog-in-the-playground/mixkit-25212__girl-with-pet-dog-in-the-playground_t0_000100.jpg,mixkit-25212__girl-with-pet-dog-in-the-playground,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-25212__girl-with-pet-dog-in-the-playground/mixkit-25212__girl-with-pet-dog-in-the-playground_t0_000025.jpg,mixkit-25212__girl-with-pet-dog-in-the-playground,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-45843__happy-pug-running-across-a-grassy-park/mixkit-45843__happy-pug-running-across-a-grassy-park_t0_000025.jpg,mixkit-45843__happy-pug-running-across-a-grassy-park,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/mixkit-45843__happy-pug-running-across-a-grassy-park/mixkit-45843__happy-pug-running-across-a-grassy-park_t0_000010.jpg,mixkit-45843__happy-pug-running-across-a-grassy-park,neutral,auto_model,,0,,,,,0,1,0,1,0,1,1,,,,,,,,,0
DOGS/mixkit-45843__happy-pug-running-across-a-grassy-park/mixkit-45843__happy-pug-running-across-a-grassy-park_t0_000045.jpg,mixkit-45843__happy-pug-running-across-a-grassy-park,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9597599/dog_9597599_t0_000300.jpg,dog_9597599,relaxed,human_verified,masha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_9597599/dog_9597599_t0_000027.jpg,dog_9597599,angry,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9597599/dog_9597599_t0_000000.jpg,dog_9597599,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-171843/magnific-171843_t0_000108.jpg,magnific-171843,neutral,auto_model,,1,,,,,0,0,0,0,0,0,1,,,,,,,,,1
stock/magnific-171843/magnific-171843_t0_000168.jpg,magnific-171843,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-171843/magnific-171843_t0_000456.jpg,magnific-171843,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_angry dog growling_G-g2cmDBiIU/youtube_angry dog growling_G-g2cmDBiIU_t0_000000.jpg,youtube_angry dog growling_G-g2cmDBiIU,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_angry dog growling_G-g2cmDBiIU/youtube_angry dog growling_G-g2cmDBiIU_t0_000048.jpg,youtube_angry dog growling_G-g2cmDBiIU,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_angry dog growling_G-g2cmDBiIU/youtube_angry dog growling_G-g2cmDBiIU_t0_000084.jpg,youtube_angry dog growling_G-g2cmDBiIU,neutral,auto_model,,1,,,,,0,0,0,0,0,0,1,,,,,,,,,1
sobaki_local/7a719ddbb15ada42733afe2d847d2152/7a719ddbb15ada42733afe2d847d2152_t0_000050.jpg,7a719ddbb15ada42733afe2d847d2152,neutral,auto_model,,0,,,,,0,0,0,1,0,0,0,,,,,,,,,0
sobaki_local/7a719ddbb15ada42733afe2d847d2152/7a719ddbb15ada42733afe2d847d2152_t0_000200.jpg,7a719ddbb15ada42733afe2d847d2152,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/7a719ddbb15ada42733afe2d847d2152/7a719ddbb15ada42733afe2d847d2152_t0_000100.jpg,7a719ddbb15ada42733afe2d847d2152,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_000215/cLDrSXhhPO8_000215_t0_000162.jpg,cLDrSXhhPO8_000215,neutral,auto_model,,0,,,,,0,0,0,1,1,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_000215/cLDrSXhhPO8_000215_t0_000135.jpg,cLDrSXhhPO8_000215,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_000215/cLDrSXhhPO8_000215_t0_000189.jpg,cLDrSXhhPO8_000215,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/LsS9EnzmK5M_000319/LsS9EnzmK5M_000319_t21_000756.jpg,LsS9EnzmK5M_000319,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/LsS9EnzmK5M_000319/LsS9EnzmK5M_000319_t1_000420.jpg,LsS9EnzmK5M_000319,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/LsS9EnzmK5M_000319/LsS9EnzmK5M_000319_t21_000735.jpg,LsS9EnzmK5M_000319,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000343/1lmeeWDvv4o_000343_t3_000528.jpg,1lmeeWDvv4o_000343,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000343/1lmeeWDvv4o_000343_t3_000448.jpg,1lmeeWDvv4o_000343,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000343/1lmeeWDvv4o_000343_t3_000480.jpg,1lmeeWDvv4o_000343,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/psrsyXnTs3M_000544/psrsyXnTs3M_000544_t0_000000.jpg,psrsyXnTs3M_000544,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,1
tiktok_playlist_nareski/psrsyXnTs3M_000544/psrsyXnTs3M_000544_t0_000224.jpg,psrsyXnTs3M_000544,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/psrsyXnTs3M_000544/psrsyXnTs3M_000544_t0_000144.jpg,psrsyXnTs3M_000544,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000555/4KrSIYTdmWM_000555_t2_000378.jpg,4KrSIYTdmWM_000555,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000555/4KrSIYTdmWM_000555_t1_000288.jpg,4KrSIYTdmWM_000555,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000555/4KrSIYTdmWM_000555_t2_000414.jpg,4KrSIYTdmWM_000555,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002630/cLDrSXhhPO8_002630_t0_000054.jpg,cLDrSXhhPO8_002630,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002630/cLDrSXhhPO8_002630_t0_000000.jpg,cLDrSXhhPO8_002630,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002630/cLDrSXhhPO8_002630_t0_000102.jpg,cLDrSXhhPO8_002630,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top_t1_000504.jpg,coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top_t1_000506.jpg,coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top_t1_000462.jpg,coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogmood_7638946061012192526/dogmood_7638946061012192526_t0_000203.jpg,dogmood_7638946061012192526,neutral,auto_model,,0,,,,,0,1,0,1,1,1,0,,,,,,,,,0
neutral/dogmood_7638946061012192526/dogmood_7638946061012192526_t0_000273.jpg,dogmood_7638946061012192526,neutral,auto_model,,0,,,,,0,1,0,1,1,1,1,,,,,,,,,0
neutral/dogmood_7638946061012192526/dogmood_7638946061012192526_t3_000203.jpg,dogmood_7638946061012192526,neutral,auto_model,,0,,,,,0,0,0,0,0,1,0,,,,,,,,,0
DOGS/dog_7516712/dog_7516712_t0_000287.jpg,dog_7516712,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_7516712/dog_7516712_t0_000000.jpg,dog_7516712,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7516712/dog_7516712_t0_000300.jpg,dog_7516712,sad,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000683/1lmeeWDvv4o_000683_t2_000516.jpg,1lmeeWDvv4o_000683,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000683/1lmeeWDvv4o_000683_t2_000492.jpg,1lmeeWDvv4o_000683,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000683/1lmeeWDvv4o_000683_t2_000564.jpg,1lmeeWDvv4o_000683,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/p2jAMGE2fPA_000580/p2jAMGE2fPA_000580_t2_000513.jpg,p2jAMGE2fPA_000580,angry,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/p2jAMGE2fPA_000580/p2jAMGE2fPA_000580_t2_000399.jpg,p2jAMGE2fPA_000580,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/p2jAMGE2fPA_000580/p2jAMGE2fPA_000580_t2_000456.jpg,p2jAMGE2fPA_000580,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/C8OINrp8DMU_000088/C8OINrp8DMU_000088_t0_000102.jpg,C8OINrp8DMU_000088,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/C8OINrp8DMU_000088/C8OINrp8DMU_000088_t0_000085.jpg,C8OINrp8DMU_000088,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/C8OINrp8DMU_000088/C8OINrp8DMU_000088_t1_000255.jpg,C8OINrp8DMU_000088,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/rgLZxdHaOcE_000608/rgLZxdHaOcE_000608_t1_000242.jpg,rgLZxdHaOcE_000608,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/rgLZxdHaOcE_000608/rgLZxdHaOcE_000608_t4_000770.jpg,rgLZxdHaOcE_000608,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/rgLZxdHaOcE_000608/rgLZxdHaOcE_000608_t1_000154.jpg,rgLZxdHaOcE_000608,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/rgLZxdHaOcE_001720/rgLZxdHaOcE_001720_t3_000440.jpg,rgLZxdHaOcE_001720,surprise,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/rgLZxdHaOcE_001720/rgLZxdHaOcE_001720_t3_000396.jpg,rgLZxdHaOcE_001720,surprise,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/rgLZxdHaOcE_001720/rgLZxdHaOcE_001720_t3_000418.jpg,rgLZxdHaOcE_001720,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/5nsFcoiOc3Y_000276/5nsFcoiOc3Y_000276_t1_000336.jpg,5nsFcoiOc3Y_000276,neutral,auto_model,,1,,,,,1,1,1,1,1,1,1,,,,,,,,,1
tiktok_playlist_nareski/5nsFcoiOc3Y_000276/5nsFcoiOc3Y_000276_t1_000357.jpg,5nsFcoiOc3Y_000276,neutral,auto_model,,0,,,,,0,0,0,0,1,0,1,,,,,,,,,0
tiktok_playlist_nareski/5nsFcoiOc3Y_000276/5nsFcoiOc3Y_000276_t1_000378.jpg,5nsFcoiOc3Y_000276,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_001053/cLDrSXhhPO8_001053_t0_000066.jpg,cLDrSXhhPO8_001053,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_001053/cLDrSXhhPO8_001053_t0_000096.jpg,cLDrSXhhPO8_001053,neutral,auto_model,,0,,,,,0,1,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_001053/cLDrSXhhPO8_001053_t1_000078.jpg,cLDrSXhhPO8_001053,neutral,auto_model,,0,,,,,0,0,0,1,1,0,0,,,,,,,,,0
DOGS/dog_36302887/dog_36302887_t0_000084.jpg,dog_36302887,neutral,auto_model,,0,,,,,0,0,1,0,0,0,0,,,,,,,,,0
DOGS/dog_36302887/dog_36302887_t0_000035.jpg,dog_36302887,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/eTMkaiRM1hM_000241/eTMkaiRM1hM_000241_t2_000630.jpg,eTMkaiRM1hM_000241,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/eTMkaiRM1hM_000241/eTMkaiRM1hM_000241_t2_000294.jpg,eTMkaiRM1hM_000241,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/ub0PZhe3glM_000327/ub0PZhe3glM_000327_t3_000640.jpg,ub0PZhe3glM_000327,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,1
tiktok_playlist_nareski/ub0PZhe3glM_000327/ub0PZhe3glM_000327_t0_000160.jpg,ub0PZhe3glM_000327,submission,auto_model,,1,,,,,0,0,0,0,0,0,1,,,,,,,,,1
DOGS/dog_7469779/dog_7469779_t0_000300.jpg,dog_7469779,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7469779/dog_7469779_t0_000108.jpg,dog_7469779,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16346905/dog_16346905_t0_000198.jpg,dog_16346905,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16346905/dog_16346905_t0_000063.jpg,dog_16346905,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_7684005/dog_7684005_t0_000351.jpg,dog_7684005,neutral,auto_model,,1,,,,,0,0,1,0,0,1,1,,,,,,,,,0
DOGS/dog_7684005/dog_7684005_t0_000018.jpg,dog_7684005,neutral,auto_model,,1,,,,,0,0,0,1,1,1,1,,,,,,,,,1
DOGS/mixkit-1657__person-carrying-a-little-dog/mixkit-1657__person-carrying-a-little-dog_t0_000054.jpg,mixkit-1657__person-carrying-a-little-dog,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-1657__person-carrying-a-little-dog/mixkit-1657__person-carrying-a-little-dog_t0_000396.jpg,mixkit-1657__person-carrying-a-little-dog,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/segment_long_7683651_153/segment_long_7683651_153_t0_000368.jpg,segment_long_7683651_153,neutral,auto_model,,0,,,,,0,0,0,0,0,1,0,,,,,,,,,0
DOGS/segment_long_7683651_153/segment_long_7683651_153_t0_000248.jpg,segment_long_7683651_153,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-2780655/magnific-2780655_t0_000456.jpg,magnific-2780655,neutral,auto_model,,0,,,,,0,0,1,0,0,0,1,,,,,,,,,0
stock/magnific-2780655/magnific-2780655_t0_000276.jpg,magnific-2780655,neutral,auto_model,,0,,,,,0,0,1,0,0,0,0,,,,,,,,,0
stock/magnific-479093/magnific-479093_t0_000145.jpg,magnific-479093,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-479093/magnific-479093_t0_000115.jpg,magnific-479093,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/9fC0Rtyptco_000379/9fC0Rtyptco_000379_t0_000126.jpg,9fC0Rtyptco_000379,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/9fC0Rtyptco_000379/9fC0Rtyptco_000379_t0_000168.jpg,9fC0Rtyptco_000379,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000144/fIUKENwSnEw_000144_t0_000399.jpg,fIUKENwSnEw_000144,happy,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000144/fIUKENwSnEw_000144_t0_000342.jpg,fIUKENwSnEw_000144,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
tiktok_playlist_nareski/u892CkbvwKQ_000222/u892CkbvwKQ_000222_t0_000182.jpg,u892CkbvwKQ_000222,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/u892CkbvwKQ_000222/u892CkbvwKQ_000222_t0_000000.jpg,u892CkbvwKQ_000222,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_000793/iawKNAvM0VM_000793_t7_000836.jpg,iawKNAvM0VM_000793,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_000793/iawKNAvM0VM_000793_t7_000874.jpg,iawKNAvM0VM_000793,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000098/1lmeeWDvv4o_000098_t3_000095.jpg,1lmeeWDvv4o_000098,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
tiktok_playlist_nareski/1lmeeWDvv4o_000098/1lmeeWDvv4o_000098_t3_000120.jpg,1lmeeWDvv4o_000098,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/eTMkaiRM1hM_000004/eTMkaiRM1hM_000004_t1_000608.jpg,eTMkaiRM1hM_000004,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/eTMkaiRM1hM_000004/eTMkaiRM1hM_000004_t1_000570.jpg,eTMkaiRM1hM_000004,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/DV7Hk3NU4To_000429/DV7Hk3NU4To_000429_t1_000435.jpg,DV7Hk3NU4To_000429,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,1
tiktok_playlist_nareski/DV7Hk3NU4To_000429/DV7Hk3NU4To_000429_t1_000330.jpg,DV7Hk3NU4To_000429,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/D0ZJr8cAUHg_000278/D0ZJr8cAUHg_000278_t1_000720.jpg,D0ZJr8cAUHg_000278,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/D0ZJr8cAUHg_000278/D0ZJr8cAUHg_000278_t1_000840.jpg,D0ZJr8cAUHg_000278,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_30214834/dog_30214834_t0_000059.jpg,dog_30214834,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30214834/dog_30214834_t0_000472.jpg,dog_30214834,relaxed,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/anxiousdog_7239405078497479942/anxiousdog_7239405078497479942_t0_000036.jpg,anxiousdog_7239405078497479942,surprise,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogmood_7597169919490297102/dogmood_7597169919490297102_t1_000024.jpg,dogmood_7597169919490297102,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/anxiousdog_7670185215452712194/anxiousdog_7670185215452712194_t1_000176.jpg,anxiousdog_7670185215452712194,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-2866293/magnific-2866293_t0_000195.jpg,magnific-2866293,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_angry dog growling_Xx8-fk6Ps4I/youtube_angry dog growling_Xx8-fk6Ps4I_t0_000060.jpg,youtube_angry dog growling_Xx8-fk6Ps4I,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_000246/cLDrSXhhPO8_000246_t0_000018.jpg,cLDrSXhhPO8_000246,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
angry/dogtailwag_7650950010988711181/dogtailwag_7650950010988711181_t1_000000.jpg,dogtailwag_7650950010988711181,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_7199249/dog_7199249_t0_000025.jpg,dog_7199249,neutral,auto_model,,1,,,,,0,0,0,0,1,0,0,,,,,,,,,1
DOGS/mixkit-50679__a-sited-border-collie-panting-with-its-tong-out-lays-down-on-the-groun/mixkit-50679__a-sited-border-collie-panting-with-its-tong-out-lays-down-on-the-groun_t0_000210.jpg,mixkit-50679__a-sited-border-collie-panting-with-its-tong-out-lays-down-on-the-groun,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogmood_7658441915523747085/dogmood_7658441915523747085_t1_000040.jpg,dogmood_7658441915523747085,neutral,auto_model,,0,,,,,0,0,0,1,0,0,0,,,,,,,,,0
DOGS/mixkit-36725__man-petting-a-big-dog-in-the-park/mixkit-36725__man-petting-a-big-dog-in-the-park_t0_000040.jpg,mixkit-36725__man-petting-a-big-dog-in-the-park,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-101233__girl-hugging-dog/mixkit-101233__girl-hugging-dog_t0_000007.jpg,mixkit-101233__girl-hugging-dog,neutral,auto_model,,1,,,,,0,0,0,1,0,0,0,,,,,,,,,1
neutral/youtube_happy dog smiling_PXpAcgYZDiw/youtube_happy dog smiling_PXpAcgYZDiw_t0_001224.jpg,youtube_happy dog smiling_PXpAcgYZDiw,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/7006a4996cb9aeaa3333912e9ccb8c53/7006a4996cb9aeaa3333912e9ccb8c53_t0_000152.jpg,7006a4996cb9aeaa3333912e9ccb8c53,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/ebd3b7d5bf0b12e4ac973e3b237797d4/ebd3b7d5bf0b12e4ac973e3b237797d4_t0_000126.jpg,ebd3b7d5bf0b12e4ac973e3b237797d4,angry,auto_model,,0,,,,,0,1,0,1,1,0,1,,,,,,,,,0
tiktok_playlist_nareski/3yY51USi4Vs_000078/3yY51USi4Vs_000078_t0_000092.jpg,3yY51USi4Vs_000078,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/uTOFdVDXrsU_000006/uTOFdVDXrsU_000006_t0_000000.jpg,uTOFdVDXrsU_000006,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002564/cLDrSXhhPO8_002564_t0_000030.jpg,cLDrSXhhPO8_002564,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/5nsFcoiOc3Y_000244/5nsFcoiOc3Y_000244_t3_000378.jpg,5nsFcoiOc3Y_000244,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/0Q5OkoMxmMk_000595/0Q5OkoMxmMk_000595_t2_000225.jpg,0Q5OkoMxmMk_000595,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_000067/iawKNAvM0VM_000067_t0_000232.jpg,iawKNAvM0VM_000067,angry,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33101__dog-relaxing-after-a-bath/mixkit-33101__dog-relaxing-after-a-bath_t1_000759.jpg,mixkit-33101__dog-relaxing-after-a-bath,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33101__dog-relaxing-after-a-bath/mixkit-33101__dog-relaxing-after-a-bath_t1_000874.jpg,mixkit-33101__dog-relaxing-after-a-bath,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
