pair_key,annotator,breed,emotion,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v,kp17_x,kp17_y,kp17_v,kp18_x,kp18_y,kp18_v,kp19_x,kp19_y,kp19_v,kp20_x,kp20_y,kp20_v,kp21_x,kp21_y,kp21_v,kp22_x,kp22_y,kp22_v,kp23_x,kp23_y,kp23_v,kp24_x,kp24_y,kp24_v,kp25_x,kp25_y,kp25_v,kp26_x,kp26_y,kp26_v,kp27_x,kp27_y,kp27_v,kp28_x,kp28_y,kp28_v,kp29_x,kp29_y,kp29_v,kp30_x,kp30_y,kp30_v,kp31_x,kp31_y,kp31_v,kp32_x,kp32_y,kp32_v,kp33_x,kp33_y,kp33_v,kp34_x,kp34_y,kp34_v,kp35_x,kp35_y,kp35_v,kp36_x,kp36_y,kp36_v,kp37_x,kp37_y,kp37_v,kp38_x,kp38_y,kp38_v,kp39_x,kp39_y,kp39_v,kp40_x,kp40_y,kp40_v,kp41_x,kp41_y,kp41_v,kp42_x,kp42_y,kp42_v,kp43_x,kp43_y,kp43_v,kp44_x,kp44_y,kp44_v,kp45_x,kp45_y,kp45_v,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/mixkit-7804__throwing-a-treat-to-a-dog/mixkit-7804__throwing-a-treat-to-a-dog_t0_000150.jpg,danek,Labrador retriever,relaxed,-0.067583,-0.174022,0.8667,0.080321,-0.205601,0.823,-0.128354,-0.126266,0.7574,0.13628,-0.156897,0.6611,-0.141079,-0.045084,0.7958,0.162588,-0.086615,0.4961,-0.152706,0.031366,0.9827,0.246691,0.000715,0.793,-0.129006,0.003383,0.6205,0.254198,-0.105347,0.809,-0.114676,-0.017946,0.9488,0.253636,-0.184804,0.844,-0.101513,-0.031951,0.9099,0.103059,-0.226477,0.8769,-0.039846,-0.13051,0.6965,-0.000364,-0.139343,0.6928,-0.066446,-0.049407,0.8991,0.047235,-0.075799,0.9705,-0.092966,-0.045598,0.9543,0.089327,-0.091519,0.9559,-0.083903,-0.059852,0.9867,0.061917,-0.101304,0.9688,-0.077087,-0.035383,0.9205,0.073467,-0.070063,0.9447,-0.024447,0.007261,0.8509,-0.04201,0.06353,0.9839,-0.065472,0.074382,0.8679,-0.006772,0.062077,0.9274,-0.047974,0.016747,0.8163,0.004749,0.007365,0.8326,-0.065747,-0.005471,0.8523,0.079939,-0.032884,0.8996,-0.035546,0.101347,0.9212,-0.063966,0.108564,0.9172,0.008586,0.09157,0.9558,-0.018283,0.135663,0.9805,-0.059836,0.126702,0.6755,0.052499,0.092394,0.5881,-0.009654,0.150592,0.9335,-0.056708,0.139697,0.528,0.12734,0.098192,0.7226,-0.005237,0.157956,0.9342,-0.002096,0.162818,0.9085,-0.035595,0.172034,0.8571,0.08367,0.154717,0.8743,-0.007515,0.154409,0.9699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-7804__throwing-a-treat-to-a-dog/mixkit-7804__throwing-a-treat-to-a-dog_t0_000325.jpg,danek,Labrador retriever,neutral,-0.118766,-0.154045,0.9335,0.119508,-0.190801,0.9104,-0.184726,-0.097606,0.8123,0.177508,-0.129652,0.2591,-0.184442,-0.009807,0.6997,0.206665,-0.038638,0.7551,-0.148585,0.058387,0.982,0.229545,0.042912,0.9018,-0.174188,0.044269,0.9135,0.256509,-0.030888,0.927,-0.152234,0.017217,0.5726,0.253905,-0.112027,0.947,-0.137367,0.007812,0.8353,0.173754,-0.086565,0.4311,-0.050417,-0.140339,0.6612,0.000246,-0.15084,0.7222,-0.082676,-0.056855,0.9919,0.06102,-0.086531,0.9169,-0.11966,-0.053766,0.9794,0.105115,-0.099678,0.9915,-0.105677,-0.073767,0.9698,0.079028,-0.111289,0.9228,-0.099356,-0.040044,0.9834,0.087125,-0.078996,0.9121,-0.01835,-0.026442,0.9435,-0.021175,0.021181,0.9805,-0.054639,0.037006,0.9427,0.02161,0.020558,0.898,-0.050111,-0.014753,0.911,0.01684,-0.025241,0.9317,-0.08954,-0.004865,0.9486,0.092511,-0.038141,0.8634,-0.013714,0.062,0.947,-0.054834,0.073925,0.9587,0.034622,0.053254,0.9329,-0.002534,0.102262,0.9967,-0.069366,0.095209,0.7743,0.066926,0.067997,0.5968,0.005606,0.126735,1.007,-0.071595,0.128946,0.6787,0.118681,0.101071,0.6797,0.016714,0.165635,0.735,0.021603,0.183187,0.6589,-0.037077,0.177706,0.8016,0.078866,0.149896,0.7267,0.011417,0.144858,0.7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-7804__throwing-a-treat-to-a-dog/mixkit-7804__throwing-a-treat-to-a-dog_t0_000475.jpg,danek,Labrador retriever,neutral,-0.11076,-0.11994,0.6412,0.091396,-0.202823,0.7702,-0.137011,-0.076737,0.8119,0.180295,-0.195966,0.5348,-0.130021,-0.033343,0.6446,0.241017,-0.138409,0.7814,-0.087394,0.040462,0.8464,0.267609,-0.0453,0.9479,-0.11934,-0.018821,0.4934,0.246984,-0.104683,0.8521,-0.13277,-0.06584,0.718,0.21283,-0.151488,0.7679,-0.122344,-0.098967,0.8184,0.177198,-0.137066,0.721,-0.06364,-0.122507,0.6832,-0.023523,-0.133579,0.7406,-0.083283,-0.038603,0.9074,0.030137,-0.084178,0.9528,-0.106628,-0.032932,0.9494,0.07278,-0.105043,0.9724,-0.099861,-0.045882,0.962,0.04336,-0.112837,0.9661,-0.091614,-0.026268,0.924,0.058075,-0.082329,0.9518,-0.039011,0.001583,0.8023,-0.052278,0.057805,0.9484,-0.072754,0.072163,0.8685,-0.016134,0.051185,0.9075,-0.059193,0.012994,0.8735,-0.009392,-0.001799,0.8066,-0.076184,-0.002586,0.8537,0.069222,-0.046788,0.8436,-0.04017,0.096106,0.923,-0.067741,0.107545,0.8937,0.00256,0.079996,0.9549,-0.018448,0.126249,0.9029,-0.063465,0.126405,0.7185,0.044758,0.075086,0.5832,-0.008648,0.13935,0.9939,-0.06182,0.142376,0.7508,0.124532,0.087655,0.6583,-0.000234,0.152859,0.994,0.00357,0.158613,0.9416,-0.03474,0.166823,0.8773,0.075435,0.136196,0.9055,-0.006,0.143418,1.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-7804__throwing-a-treat-to-a-dog/mixkit-7804__throwing-a-treat-to-a-dog_t0_000550.jpg,danek,Labrador retriever,relaxed,-0.086418,-0.145059,0.8594,0.108326,-0.200972,0.8242,-0.138291,-0.087476,0.8849,0.171164,-0.14917,0.8284,-0.135374,-0.019498,0.85,0.199305,-0.074211,0.7692,-0.123773,0.059249,1.0047,0.252656,-0.005652,0.6761,-0.103296,0.023995,0.9441,0.274684,-0.086827,0.9202,-0.092613,0.007432,0.8494,0.25861,-0.167074,0.8815,-0.094611,-0.025007,0.7797,0.116295,-0.220134,0.9184,-0.050481,-0.12655,0.6127,-0.006919,-0.136915,0.7902,-0.076294,-0.048849,0.9114,0.042871,-0.08143,0.9255,-0.100947,-0.047127,0.9784,0.086313,-0.098128,0.9564,-0.09151,-0.058535,1.0456,0.057954,-0.10868,0.9674,-0.086391,-0.038079,0.9268,0.069818,-0.077242,0.9766,-0.033484,-0.001405,0.8383,-0.051019,0.05253,0.9444,-0.074373,0.065458,0.9024,-0.014376,0.050856,0.9249,-0.056552,0.008839,0.7551,-0.003725,-0.001735,0.8328,-0.073211,-0.011356,0.9301,0.077721,-0.039887,0.8211,-0.044021,0.092212,0.9544,-0.071976,0.100988,0.9508,0.001355,0.081409,0.9302,-0.025543,0.125164,0.9515,-0.067185,0.121395,0.6526,0.047658,0.081997,0.5917,-0.015637,0.140447,0.9879,-0.062567,0.140443,0.7729,0.129125,0.097058,0.7342,-0.010957,0.149402,1.0071,-0.00779,0.155391,0.9353,-0.039244,0.172692,0.8404,0.080281,0.146249,0.8364,-0.013495,0.144585,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8418__dog-catching-food-in-slow-motion/mixkit-8418__dog-catching-food-in-slow-motion_t0_000000.jpg,masha,Labrador retriever,sad,-0.077956,-0.168918,0.8274,0.083836,-0.20589,0.8475,-0.135498,-0.1234,0.7321,0.126629,-0.147424,0.7996,-0.142559,-0.04479,0.8276,0.146929,-0.08007,0.8815,-0.157583,0.035236,0.9873,0.198351,-0.010884,0.9727,-0.141367,-0.002249,0.5956,0.241445,-0.097433,0.9553,-0.120929,-0.020188,0.9252,0.244427,-0.182244,0.9118,-0.106634,-0.031135,0.8485,0.100249,-0.224955,1.0031,-0.044066,-0.129013,0.6708,-0.006692,-0.13738,0.7401,-0.067555,-0.053033,0.8626,0.040898,-0.071013,0.9609,-0.096685,-0.042777,0.7929,0.082633,-0.086626,0.9634,-0.08632,-0.056651,0.7393,0.055917,-0.095226,0.9372,-0.080904,-0.034514,0.8446,0.066925,-0.065778,0.9309,-0.029234,0.007506,0.8367,-0.046905,0.065469,0.9728,-0.070112,0.076709,0.9149,-0.01091,0.062894,0.8767,-0.052754,0.016281,0.8596,-0.001087,0.008046,0.8383,-0.069542,-0.006066,0.8465,0.073327,-0.028346,0.913,-0.04043,0.103107,0.9568,-0.067607,0.110629,0.8908,0.00353,0.092641,0.9893,-0.024235,0.135334,0.9942,-0.062785,0.128805,0.66,0.051185,0.094118,0.6092,-0.015991,0.15027,0.9462,-0.059077,0.142456,0.5442,0.121998,0.097892,0.7493,-0.012349,0.156797,0.9285,-0.009711,0.160937,0.9052,-0.038782,0.172409,0.8487,0.077819,0.152789,0.9929,-0.014287,0.153768,0.9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8418__dog-catching-food-in-slow-motion/mixkit-8418__dog-catching-food-in-slow-motion_t0_000200.jpg,masha,black-and-tan coonhound,surprise,-0.124825,-0.148852,0.9284,0.104395,-0.190876,0.8432,-0.184026,-0.097147,0.8587,0.162585,-0.128456,0.6084,-0.184782,-0.011052,0.819,0.194817,-0.040542,0.8041,-0.150774,0.059934,1.0017,0.223267,0.043822,1.0088,-0.184609,0.042231,0.8471,0.254981,-0.036095,0.9632,-0.15569,0.007676,0.4714,0.244696,-0.113235,0.9677,-0.138803,0.00747,0.8933,0.159872,-0.104508,0.4796,-0.049141,-0.133744,0.7221,0.000286,-0.143788,0.7933,-0.082923,-0.052263,0.9646,0.059607,-0.077963,0.9235,-0.11879,-0.049267,0.9887,0.105378,-0.092981,0.9977,-0.106043,-0.06923,0.9865,0.076649,-0.106697,0.8911,-0.099274,-0.035445,0.9605,0.088373,-0.068763,0.91,-0.021649,-0.02776,0.9416,-0.023351,0.01876,0.963,-0.056825,0.035094,0.9294,0.019683,0.018594,0.8955,-0.052298,-0.016014,0.921,0.013183,-0.026478,0.9365,-0.090353,-0.001201,0.9314,0.093298,-0.027606,0.8849,-0.015999,0.061029,0.9628,-0.057333,0.072249,0.9544,0.033142,0.052187,0.9188,-0.004608,0.101353,0.9811,-0.073149,0.092829,0.7655,0.064181,0.067056,0.6416,0.002574,0.126117,1.0501,-0.071273,0.133477,0.6701,0.113083,0.09933,0.6293,0.019944,0.178978,0.6768,0.025006,0.193019,0.6541,-0.041543,0.174739,0.8675,0.080744,0.152084,0.93,0.008426,0.143008,0.636,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DOGS/mixkit-8432__doog-catching-food/mixkit-8432__doog-catching-food_t0_000000.jpg,masha,Labrador retriever,neutral,-0.082656,-0.164888,0.7678,0.089211,-0.204378,0.8929,-0.13587,-0.112495,0.7558,0.132759,-0.144339,0.8608,-0.142753,-0.032098,0.7741,0.153099,-0.072333,0.9145,-0.153737,0.042103,0.9903,0.20352,-0.005799,0.9813,-0.133646,0.004379,0.7119,0.248296,-0.08776,0.9264,-0.116825,-0.011393,0.9779,0.253133,-0.1768,1.0077,-0.104634,-0.024889,0.8549,0.106747,-0.222305,0.9426,-0.047126,-0.131834,0.6328,-0.008816,-0.139703,0.6893,-0.072684,-0.04833,0.8648,0.038666,-0.07337,0.9976,-0.097952,-0.042672,0.8865,0.08255,-0.088899,0.9833,-0.089394,-0.055551,0.8953,0.054958,-0.098871,0.9445,-0.082932,-0.033823,0.9075,0.065429,-0.067812,0.9714,-0.031418,0.001319,0.8618,-0.049637,0.057863,0.9151,-0.073492,0.070094,0.8961,-0.013163,0.056151,0.8928,-0.054886,0.011255,0.8783,-0.00336,0.001522,0.8374,-0.072862,-0.004988,0.8847,0.073825,-0.029214,0.8324,-0.04371,0.096416,0.989,-0.072235,0.10427,0.944,0.001295,0.086612,0.9177,-0.027374,0.128228,0.9741,-0.062294,0.127085,0.6665,0.047995,0.089848,0.6527,-0.013921,0.148106,0.9023,-0.05643,0.144402,0.5933,0.124433,0.099576,0.8412,-0.008897,0.15706,0.9687,-0.006025,0.163391,0.9008,-0.03815,0.176645,0.8285,0.072836,0.159498,0.8691,-0.011021,0.152895,1.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8432__doog-catching-food/mixkit-8432__doog-catching-food_t0_000075.jpg,masha,Labrador retriever,neutral,-0.082232,-0.16796,0.8637,0.088361,-0.208293,0.8712,-0.136975,-0.115087,0.752,0.134106,-0.146535,0.8077,-0.143615,-0.035576,0.7943,0.154026,-0.076348,0.8813,-0.15652,0.041682,1.0122,0.206405,-0.0076,0.9559,-0.135227,0.00572,0.6412,0.250383,-0.092293,0.9327,-0.118222,-0.012373,0.8629,0.256325,-0.177789,0.9983,-0.106154,-0.025941,0.7554,0.105893,-0.225858,0.7767,-0.046989,-0.130709,0.5765,-0.008399,-0.139404,0.6714,-0.071838,-0.047277,0.9373,0.039634,-0.075518,0.9521,-0.099213,-0.044017,0.9026,0.083445,-0.09412,0.9484,-0.089634,-0.058775,0.9897,0.054454,-0.105351,0.9979,-0.082791,-0.030921,0.8755,0.067699,-0.070221,0.9889,-0.030313,0.001541,0.8266,-0.048148,0.059136,0.9027,-0.072152,0.071171,0.9188,-0.011118,0.056173,0.9371,-0.053883,0.012112,0.8521,-0.001367,0.000685,0.8507,-0.071821,-0.002124,0.8469,0.074705,-0.031547,0.8799,-0.041785,0.097696,0.9627,-0.070436,0.10619,0.9167,0.002951,0.085697,0.9587,-0.023538,0.131007,0.9662,-0.065824,0.124312,0.641,0.050206,0.087091,0.6449,-0.013308,0.146511,0.9706,-0.063362,0.136356,0.6292,0.124935,0.092568,0.7774,-0.007242,0.154823,1.0187,-0.004205,0.160496,0.9736,-0.041116,0.170048,0.8469,0.076503,0.145568,0.9346,-0.00976,0.150348,0.9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000115.jpg,danek,Scottish deerhound,neutral,-0.125594,-0.135013,0.9403,0.081769,-0.155332,0.8737,-0.164368,-0.139981,0.8534,0.158386,-0.178191,0.5282,-0.203124,-0.12041,0.9059,0.251543,-0.152414,0.7613,-0.259097,-0.078065,0.828,0.314516,-0.096717,0.9882,-0.198388,-0.090795,0.941,0.254044,-0.132833,0.656,-0.176219,-0.075735,0.976,0.195637,-0.154753,0.7366,-0.147648,-0.052253,0.8795,0.159095,-0.11583,0.6017,-0.048671,-0.076878,0.7685,0.003728,-0.092159,0.7127,-0.056149,-0.012692,0.9772,0.042893,-0.03982,0.9581,-0.083742,-0.00965,0.9518,0.088483,-0.056913,1.0256,-0.071703,-0.020414,0.9863,0.061078,-0.060313,0.9711,-0.069121,-0.002778,0.9443,0.070164,-0.037727,0.9895,-0.007045,0.015217,0.9592,-0.002833,0.063752,0.9616,-0.026656,0.07584,1.0097,0.026499,0.061044,0.9752,-0.032652,0.025958,0.9663,0.022538,0.013572,0.9741,-0.063841,0.028404,0.9256,0.079348,-0.007135,0.9181,0.002308,0.089333,0.9733,-0.023196,0.096605,0.9813,0.031755,0.082703,0.9474,0.008433,0.11166,0.9945,-0.044296,0.099991,0.9232,0.061087,0.074038,0.8335,0.011393,0.12178,1.0092,-0.055399,0.114434,0.9494,0.089088,0.079742,0.8552,0.013717,0.128846,0.9814,0.015085,0.133273,0.9708,-0.020729,0.133489,0.885,0.052392,0.115526,0.9016,0.012569,0.125442,1.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000207.jpg,danek,Scottish deerhound,relaxed,-0.130122,-0.128939,0.8739,0.09119,-0.164376,0.7322,-0.167866,-0.127942,0.9071,0.173639,-0.189045,0.6909,-0.203165,-0.106726,0.8006,0.237036,-0.156468,0.7387,-0.258062,-0.063785,0.9014,0.290916,-0.103226,1.012,-0.197039,-0.084416,0.6947,0.247021,-0.131394,0.7852,-0.173943,-0.072882,1.0012,0.200799,-0.156267,0.8256,-0.147352,-0.058188,0.8537,0.162741,-0.120027,0.5941,-0.046117,-0.082127,0.841,0.002754,-0.093293,0.8498,-0.055971,-0.022817,0.9867,0.037456,-0.03989,0.9183,-0.089307,-0.02011,0.9162,0.082843,-0.055392,1.0016,-0.073982,-0.03151,0.9927,0.056035,-0.060149,0.9797,-0.071814,-0.012618,0.9439,0.064612,-0.036206,0.9606,-0.007901,0.017027,0.971,-0.004213,0.069373,0.9649,-0.029367,0.079656,0.9667,0.025057,0.067917,0.9771,-0.033478,0.026664,0.9413,0.020792,0.016712,0.9692,-0.067858,0.019803,0.9337,0.072892,-0.004858,0.9334,-3.4e-05,0.095459,0.9761,-0.025873,0.100965,0.9702,0.029371,0.090051,0.9629,0.004945,0.116458,1.0055,-0.046483,0.101295,0.8842,0.055897,0.080507,0.8802,0.006826,0.123901,0.9936,-0.059294,0.11034,0.8688,0.081409,0.085013,0.9137,0.008241,0.129644,0.9938,0.009111,0.13321,0.9643,-0.024717,0.131873,0.9301,0.046174,0.117637,0.88,0.00757,0.126921,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000345.jpg,danek,Scottish deerhound,relaxed,-0.123533,-0.135768,0.8859,0.098315,-0.163993,0.881,-0.168381,-0.138204,0.8569,0.164637,-0.166263,0.7984,-0.213359,-0.116554,0.8667,0.214791,-0.130295,0.8886,-0.286907,-0.046719,0.9209,0.263919,-0.072971,0.9748,-0.206778,-0.092829,0.944,0.234466,-0.137893,0.7371,-0.184221,-0.073669,0.9561,0.185628,-0.1665,0.6031,-0.154977,-0.050996,0.9163,0.156432,-0.097642,0.6756,-0.041102,-0.090796,0.7805,0.013173,-0.101184,0.7649,-0.055823,-0.025366,0.9991,0.0467,-0.042935,1.0154,-0.088992,-0.022248,0.9601,0.089028,-0.055524,0.9935,-0.073486,-0.033303,1.0092,0.064675,-0.061778,0.9455,-0.072187,-0.015563,0.9434,0.071428,-0.037865,0.9888,-0.000476,0.014326,0.9925,0.004362,0.06669,0.952,-0.022254,0.077298,0.937,0.033878,0.065813,1.0093,-0.02677,0.023181,0.9723,0.027793,0.014532,0.9295,-0.069081,0.017407,0.9259,0.076592,-0.006942,0.9223,0.008331,0.094251,0.988,-0.019737,0.099882,0.966,0.038589,0.089017,0.9698,0.012469,0.116802,0.9921,-0.042933,0.101684,0.8464,0.063609,0.080548,0.8473,0.014498,0.125387,1.0225,-0.056132,0.116188,0.8933,0.083272,0.087012,0.9095,0.016006,0.132004,0.9906,0.016864,0.136221,0.9777,-0.019443,0.13502,0.9544,0.050441,0.119817,0.9406,0.01527,0.128747,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000506.jpg,danek,briard,neutral,-0.090762,-0.162493,0.3325,0.070195,-0.20092,0.8776,-0.099094,-0.159615,0.3833,0.130067,-0.182925,0.9292,-0.136508,-0.13271,0.2412,0.177572,-0.137227,0.9849,-0.146169,-0.139109,0.2177,0.242909,-0.080792,0.9181,-0.161558,-0.133319,0.1599,0.225415,-0.170311,0.9276,-0.161293,-0.137256,0.2667,0.180676,-0.251782,0.909,-0.144258,-0.142931,0.2063,0.084582,-0.221237,0.8324,-0.068207,-0.102306,0.792,-0.019929,-0.112387,0.8107,-0.079892,-0.036911,0.9055,0.011642,-0.052909,0.8932,-0.110545,-0.034463,0.9249,0.06167,-0.065958,0.9596,-0.096081,-0.045805,0.9347,0.034754,-0.070445,0.9304,-0.095017,-0.025724,0.957,0.040017,-0.049612,0.9445,-0.040198,0.019281,1.0,-0.032033,0.086885,0.924,-0.058167,0.096313,0.9426,-0.000517,0.084706,0.9786,-0.068809,0.029362,0.9626,-0.007352,0.020177,0.9517,-0.093118,0.007382,0.91,0.049462,-0.015882,0.892,-0.026137,0.112275,0.9705,-0.053065,0.117393,0.9742,0.005236,0.106434,0.9525,-0.020731,0.129796,0.9934,-0.074509,0.11289,0.9771,0.032886,0.092404,0.8578,-0.018975,0.134854,0.9935,-0.089811,0.11173,0.8867,0.06353,0.093518,0.777,-0.01756,0.139048,0.9891,-0.016577,0.141707,0.9748,-0.053551,0.140174,0.9411,0.023168,0.127181,0.8906,-0.018238,0.137116,0.9944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000575.jpg,danek,Irish wolfhound,relaxed,-0.135729,-0.134591,0.8005,0.085337,-0.165855,0.8871,-0.175546,-0.151225,0.7565,0.154027,-0.148081,0.867,-0.209752,-0.148991,0.7519,0.195226,-0.112272,0.9368,-0.240773,-0.109478,0.944,0.253781,-0.07258,0.9953,-0.220943,-0.097766,0.5923,0.236927,-0.143419,0.7748,-0.196317,-0.092004,0.7608,0.185875,-0.192034,0.8348,-0.172404,-0.076759,0.6309,0.133531,-0.128644,0.5898,-0.060398,-0.089051,0.7542,-0.007066,-0.098943,0.7024,-0.066976,-0.017527,0.9898,0.030327,-0.036007,0.9991,-0.097175,-0.01614,0.9806,0.078665,-0.054432,1.0224,-0.083512,-0.027093,0.9968,0.050343,-0.059151,0.9528,-0.081585,-0.007072,0.9561,0.059658,-0.03172,1.0029,-0.011605,0.020365,0.9789,-0.000783,0.069287,0.9787,-0.026192,0.081605,0.9493,0.027916,0.066562,0.9721,-0.037329,0.03131,0.9456,0.016745,0.018827,0.9864,-0.077218,0.026003,0.9145,0.068299,0.000588,0.9175,0.005516,0.096046,0.9502,-0.022118,0.103418,0.961,0.034863,0.089521,0.9567,0.010736,0.118604,0.9733,-0.046062,0.106735,0.8727,0.05927,0.078907,0.8325,0.013226,0.127843,0.9933,-0.058981,0.119795,0.8499,0.080456,0.087249,0.8803,0.014972,0.134534,0.993,0.016011,0.138748,0.953,-0.019532,0.138254,0.9104,0.049409,0.120677,0.9607,0.014075,0.131295,0.9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_135024/pixabay_135024_t0_000000.jpg,danek,golden retriever,submission,-0.11974,-0.068902,0.8227,0.133598,-0.156201,0.9466,-0.158324,-0.021455,0.8505,0.194159,-0.118239,0.7428,-0.162234,0.032787,0.7424,0.234432,-0.060672,0.9419,-0.172905,0.08765,0.925,0.286378,0.024688,0.9213,-0.169364,0.055107,0.705,0.314092,-0.073419,0.9035,-0.165066,0.002006,0.8186,0.275942,-0.136845,0.6594,-0.113013,0.010766,0.8298,0.153281,-0.152783,0.3828,-0.045686,-0.087507,0.6639,0.004097,-0.105486,0.7933,-0.091463,-0.018786,0.7761,0.070912,-0.062618,0.7465,-0.117112,-0.006783,0.6676,0.131703,-0.081706,0.6681,-0.10698,-0.020746,0.674,0.095505,-0.086085,0.7852,-0.103477,-0.002989,0.7257,0.104864,-0.061546,0.7338,-0.036404,-0.052791,0.8328,-0.05135,-0.022051,1.0099,-0.080025,-0.003578,0.9579,-0.010026,-0.024773,0.92,-0.067654,-0.038633,0.8783,-0.003305,-0.054312,0.8528,-0.100516,0.016359,0.7984,0.114976,-0.030876,0.6234,-0.046432,0.015855,0.9827,-0.081034,0.027946,0.9371,0.002833,0.003537,0.9742,-0.033956,0.053865,0.9758,-0.087887,0.055899,0.8323,0.047936,0.015645,0.7741,-0.02398,0.079848,0.9617,-0.090232,0.095358,0.8229,0.1404,0.050747,0.788,0.002242,0.15554,0.9548,0.008786,0.172686,0.8645,-0.055206,0.132405,0.8846,0.074941,0.097337,0.929,-0.004803,0.131665,0.8979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_135024/pixabay_135024_t0_000090.jpg,danek,golden retriever,relaxed,-0.106377,-0.108418,0.8078,0.115521,-0.165292,0.9507,-0.175861,-0.099651,0.8835,0.170925,-0.127188,0.7645,-0.214913,-0.049006,0.9596,0.199071,-0.065299,0.9361,-0.234041,0.017058,0.9545,0.254225,0.00267,0.9964,-0.20426,0.005164,0.9498,0.277981,-0.076635,0.9336,-0.177387,-0.003149,0.744,0.277348,-0.137294,0.8024,-0.137438,0.025911,0.6861,0.146431,-0.148586,0.3688,-0.042571,-0.093579,0.7539,0.019057,-0.105507,0.843,-0.085925,-0.01665,0.9046,0.075515,-0.041225,0.948,-0.131509,-0.008437,0.8943,0.12028,-0.052029,0.9419,-0.113449,-0.027681,0.9439,0.094843,-0.063617,0.9091,-0.10699,0.001806,0.9529,0.101995,-0.033728,0.9157,-0.0176,-0.038609,0.9653,-0.022959,-0.006463,0.9876,-0.055438,0.00863,1.0329,0.015327,-0.004028,0.9877,-0.048278,-0.028228,0.9849,0.015616,-0.037017,0.9596,-0.097208,0.0313,0.8373,0.106885,-0.002437,0.8025,-0.020202,0.031395,0.9997,-0.057089,0.040698,0.9581,0.025136,0.024327,1.0028,-0.011598,0.069485,0.9025,-0.072042,0.064755,0.9661,0.064897,0.034713,0.9028,-0.005689,0.090919,0.963,-0.082172,0.093735,0.8376,0.136111,0.056146,0.8664,0.014196,0.171067,1.0024,0.018739,0.189087,0.924,-0.048876,0.132303,1.015,0.077351,0.105604,1.0001,0.009351,0.147608,0.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
