pair_key,source_video,emotion,n_active,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t0_000171.jpg,P6kTuBzImUY_000525,neutral,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t3_000703.jpg,P6kTuBzImUY_000525,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000760.jpg,P6kTuBzImUY_000525,neutral,3,0,,0,0,0,0,1,0,,1,1,0,0,0,0,0,,0,0,0,
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000608.jpg,P6kTuBzImUY_000525,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000456.jpg,P6kTuBzImUY_000525,neutral,1,,0,0,,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t0_000133.jpg,P6kTuBzImUY_000525,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000171.jpg,P6kTuBzImUY_000525,neutral,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000133.jpg,P6kTuBzImUY_000525,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000570.jpg,P6kTuBzImUY_000525,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000646.jpg,P6kTuBzImUY_000525,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000684.jpg,P6kTuBzImUY_000525,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t3_000532.jpg,P6kTuBzImUY_000525,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000057.jpg,P6kTuBzImUY_000525,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000323.jpg,P6kTuBzImUY_000525,relaxed,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t1_000418.jpg,P6kTuBzImUY_000525,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t3_000589.jpg,P6kTuBzImUY_000525,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/P6kTuBzImUY_000525/P6kTuBzImUY_000525_t3_000646.jpg,P6kTuBzImUY_000525,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_28880652/dog_28880652_t0_000054.jpg,dog_28880652,neutral,6,1,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
DOGS/dog_28880652/dog_28880652_t0_000117.jpg,dog_28880652,neutral,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/dog_28880652/dog_28880652_t0_000144.jpg,dog_28880652,neutral,6,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
DOGS/dog_28880652/dog_28880652_t0_000115.jpg,dog_28880652,neutral,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/dog_28880652/dog_28880652_t0_000090.jpg,dog_28880652,neutral,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/dog_28880652/dog_28880652_t0_000027.jpg,dog_28880652,neutral,4,1,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
DOGS/dog_28880652/dog_28880652_t0_000207.jpg,dog_28880652,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,0
DOGS/dog_28880652/dog_28880652_t0_000023.jpg,dog_28880652,neutral,4,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/dog_28880652/dog_28880652_t0_000184.jpg,dog_28880652,neutral,4,0,0,0,0,,0,1,0,1,1,1,0,0,0,0,0,0,0,,,0
DOGS/dog_28880652/dog_28880652_t0_000171.jpg,dog_28880652,neutral,3,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
DOGS/dog_28880652/dog_28880652_t0_000000.jpg,dog_28880652,neutral,3,1,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DOGS/dog_28880652/dog_28880652_t0_000432.jpg,dog_28880652,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DOGS/dog_28880652/dog_28880652_t0_000405.jpg,dog_28880652,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_28880652/dog_28880652_t0_000253.jpg,dog_28880652,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_28880652/dog_28880652_t0_000322.jpg,dog_28880652,relaxed,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
DOGS/dog_28880652/dog_28880652_t0_000391.jpg,dog_28880652,relaxed,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35605522/dog_35605522_t0_000288.jpg,dog_35605522,neutral,6,1,0,0,0,0,0,0,0,0,0,0,1,1,,0,1,0,0,1,0,1
DOGS/dog_35605522/dog_35605522_t0_000020.jpg,dog_35605522,neutral,6,0,0,0,0,0,1,,1,0,0,0,1,1,,1,0,0,0,0,0,1
DOGS/dog_35605522/dog_35605522_t1_000470.jpg,dog_35605522,neutral,5,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,1,,0
DOGS/dog_35605522/dog_35605522_t1_000310.jpg,dog_35605522,neutral,5,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,0
DOGS/dog_35605522/dog_35605522_t1_000290.jpg,dog_35605522,neutral,3,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,,0,0,1,,0
DOGS/dog_35605522/dog_35605522_t0_000432.jpg,dog_35605522,neutral,3,0,0,0,0,0,0,,0,,,,1,1,0,1,0,0,0,0,,0
DOGS/dog_35605522/dog_35605522_t0_000360.jpg,dog_35605522,neutral,3,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,,1,0
DOGS/dog_35605522/dog_35605522_t0_000090.jpg,dog_35605522,neutral,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DOGS/dog_35605522/dog_35605522_t1_000250.jpg,dog_35605522,neutral,2,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,0,0,1,0,0
DOGS/dog_35605522/dog_35605522_t1_000330.jpg,dog_35605522,relaxed,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
DOGS/dog_35605522/dog_35605522_t1_000430.jpg,dog_35605522,neutral,1,0,0,0,0,0,0,,1,,,,0,0,0,0,0,0,0,0,,0
DOGS/dog_35605522/dog_35605522_t1_000450.jpg,dog_35605522,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0
DOGS/dog_35605522/dog_35605522_t1_000350.jpg,dog_35605522,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
DOGS/dog_35605522/dog_35605522_t1_000410.jpg,dog_35605522,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35605522/dog_35605522_t1_000370.jpg,dog_35605522,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000493.jpg,dog_36215082,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000261.jpg,dog_36215082,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000495.jpg,dog_36215082,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000264.jpg,dog_36215082,neutral,5,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000145.jpg,dog_36215082,neutral,3,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0
DOGS/dog_36215082/dog_36215082_t0_000099.jpg,dog_36215082,neutral,3,0,0,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,1,0
DOGS/dog_36215082/dog_36215082_t0_000154.jpg,dog_36215082,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000297.jpg,dog_36215082,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
DOGS/dog_36215082/dog_36215082_t0_000377.jpg,dog_36215082,sad,1,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000066.jpg,dog_36215082,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000058.jpg,dog_36215082,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000033.jpg,dog_36215082,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_36215082/dog_36215082_t0_000000.jpg,dog_36215082,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_36215082/dog_36215082_t0_000374.jpg,dog_36215082,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
DOGS/dog_36215082/dog_36215082_t0_000462.jpg,dog_36215082,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000044.jpg,long_4835989,relaxed,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
DOGS/long_4835989/long_4835989_t0_000000.jpg,long_4835989,relaxed,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
DOGS/long_4835989/long_4835989_t0_000022.jpg,long_4835989,relaxed,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
DOGS/long_4835989/long_4835989_t0_000418.jpg,long_4835989,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000594.jpg,long_4835989,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000616.jpg,long_4835989,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000425.jpg,long_4835989,relaxed,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000600.jpg,long_4835989,relaxed,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_001056.jpg,long_4835989,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/long_4835989/long_4835989_t0_000836.jpg,long_4835989,relaxed,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000880.jpg,long_4835989,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000725.jpg,long_4835989,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000858.jpg,long_4835989,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000500.jpg,long_4835989,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/long_4835989/long_4835989_t0_000250.jpg,long_4835989,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000504.jpg,mixkit-9464__stray-dog-sunbathing,neutral,6,0,0,0,,,,0,0,0,0,0,0,1,1,,1,0,1,1,1,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000506.jpg,mixkit-9464__stray-dog-sunbathing,neutral,6,0,0,0,,1,1,0,0,0,0,0,0,1,,1,1,0,1,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000115.jpg,mixkit-9464__stray-dog-sunbathing,neutral,2,0,0,0,0,0,0,1,0,,1,,0,0,0,0,0,0,0,,,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000468.jpg,mixkit-9464__stray-dog-sunbathing,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000084.jpg,mixkit-9464__stray-dog-sunbathing,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000012.jpg,mixkit-9464__stray-dog-sunbathing,neutral,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000540.jpg,mixkit-9464__stray-dog-sunbathing,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000575.jpg,mixkit-9464__stray-dog-sunbathing,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000108.jpg,mixkit-9464__stray-dog-sunbathing,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000168.jpg,mixkit-9464__stray-dog-sunbathing,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000192.jpg,mixkit-9464__stray-dog-sunbathing,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000216.jpg,mixkit-9464__stray-dog-sunbathing,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000207.jpg,mixkit-9464__stray-dog-sunbathing,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000576.jpg,mixkit-9464__stray-dog-sunbathing,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-9464__stray-dog-sunbathing/mixkit-9464__stray-dog-sunbathing_t0_000345.jpg,mixkit-9464__stray-dog-sunbathing,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000504.jpg,c10f2881fd429c15977396778391f9d0,neutral,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000396.jpg,c10f2881fd429c15977396778391f9d0,sad,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000432.jpg,c10f2881fd429c15977396778391f9d0,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000576.jpg,c10f2881fd429c15977396778391f9d0,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000180.jpg,c10f2881fd429c15977396778391f9d0,sad,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000252.jpg,c10f2881fd429c15977396778391f9d0,neutral,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000144.jpg,c10f2881fd429c15977396778391f9d0,relaxed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000288.jpg,c10f2881fd429c15977396778391f9d0,neutral,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000000.jpg,c10f2881fd429c15977396778391f9d0,neutral,1,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000216.jpg,c10f2881fd429c15977396778391f9d0,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000108.jpg,c10f2881fd429c15977396778391f9d0,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000756.jpg,c10f2881fd429c15977396778391f9d0,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000072.jpg,c10f2881fd429c15977396778391f9d0,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000612.jpg,c10f2881fd429c15977396778391f9d0,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/c10f2881fd429c15977396778391f9d0/c10f2881fd429c15977396778391f9d0_t0_000720.jpg,c10f2881fd429c15977396778391f9d0,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000252.jpg,K6w9kd1kPfU_000191,neutral,6,,0,0,0,0,0,1,1,1,1,1,0,0,0,,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t1_000000.jpg,K6w9kd1kPfU_000191,neutral,5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000420.jpg,K6w9kd1kPfU_000191,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000441.jpg,K6w9kd1kPfU_000191,neutral,2,0,0,0,0,0,0,,0,1,,1,0,0,0,0,0,0,0,,,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t1_000042.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000462.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000483.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000504.jpg,K6w9kd1kPfU_000191,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000525.jpg,K6w9kd1kPfU_000191,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000588.jpg,K6w9kd1kPfU_000191,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000609.jpg,K6w9kd1kPfU_000191,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000630.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000651.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000672.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000191/K6w9kd1kPfU_000191_t2_000693.jpg,K6w9kd1kPfU_000191,neutral,0,0,0,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000858.jpg,rgLZxdHaOcE_003236,neutral,6,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000880.jpg,rgLZxdHaOcE_003236,neutral,6,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000154.jpg,rgLZxdHaOcE_003236,neutral,6,1,0,1,1,0,1,0,0,0,0,0,0,0,,1,,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000616.jpg,rgLZxdHaOcE_003236,neutral,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000836.jpg,rgLZxdHaOcE_003236,neutral,4,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000330.jpg,rgLZxdHaOcE_003236,neutral,3,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000352.jpg,rgLZxdHaOcE_003236,fearful,2,1,0,0,,1,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000308.jpg,rgLZxdHaOcE_003236,neutral,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000374.jpg,rgLZxdHaOcE_003236,sad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000550.jpg,rgLZxdHaOcE_003236,neutral,1,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000506.jpg,rgLZxdHaOcE_003236,neutral,1,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000528.jpg,rgLZxdHaOcE_003236,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000770.jpg,rgLZxdHaOcE_003236,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000484.jpg,rgLZxdHaOcE_003236,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
